,StockPrice,ImpliedVol_OTM_Put,ImpliedVol_ATM,ImpliedVol_OTM_Call,MMPortfolioValue,TitleSentiment,ContentSentiment,Divergence,Scenario
0,99.08868071854513,0.2,0.2,0.2,0.0,-0.296,-0.4660371541976928,0.17003715419769283,LowNoise
1,98.85530211451604,0.2,0.1998000949715061,0.2,1.4851538155633222,0.0,-0.3253911435604095,0.3253911435604095,LowNoise
2,98.62475352401222,0.2,0.1998000949715061,0.2,1.1343140609941145,0.1779,-0.0079860128462314,0.1858860128462314,LowNoise
3,95.99449224632463,0.2,0.1998000949715061,0.2,1.2809994220057916,0.0,-0.2081257998943328,0.2081257998943328,LowNoise
4,96.57576477428704,0.2,0.1996003897531143,0.2,2.8824259452604792,0.0,0.5676647424697876,0.5676647424697876,LowNoise
5,97.15173535294417,0.2,0.1996003897531143,0.2,3.1443007682343165,0.0,0.0,0.0,LowNoise
6,95.58506974539995,0.2,0.19940088414510937,0.2000500050002501,5.997303213806191,0.6808,0.0,0.6808,LowNoise
7,95.73737842237195,0.2,0.1992015779479757,0.2000500050002501,6.996146635696547,-0.1531,0.893648624420166,1.046748624420166,LowNoise
8,95.11109960386632,0.2,0.1992015779479757,0.2000500050002501,6.178656174084637,0.0,0.0,0.0,LowNoise
9,97.44929886451102,0.2,0.19900247096239707,0.2001000225030005,11.055779261643849,0.6369,0.1147987246513366,0.5221012753486635,LowNoise
10,97.21324319008107,0.2,0.19880356298925653,0.2001000225030005,11.559864296897274,0.0,-0.5646994113922119,0.5646994113922119,LowNoise
11,96.58288783107086,0.2,0.19860485382963622,0.2001000225030005,11.77673667755063,0.0,-0.532961905002594,0.532961905002594,LowNoise
12,96.9163100075771,0.2,0.19840634328481702,0.2001000225030005,12.447756570984012,0.0,-0.7686641812324524,0.7686641812324524,LowNoise
13,95.84173207699128,0.2000500050002501,0.1982080311562784,0.2001000225030005,13.66768248238725,-0.4767,0.0,0.4767,LowNoise
14,94.71425704001551,0.2000500050002501,0.1980099172456983,0.20015005251137702,15.80068769225727,0.6369,-0.4965921938419342,1.1334921938419342,LowNoise
15,94.35373341077333,0.2000500050002501,0.19781200135495286,0.20015005251137702,15.967667989925147,0.0,-0.9266737699508668,0.9266737699508668,LowNoise
